TransactionID,UserID,CourseID,TransactionDate,Amount,CompletionStatus,Rating
T00470,U0726,C082,2022-04-13,158.8,Completed,2.5
T00471,U0469,C064,2023-06-23,37.56,In Progress,
T00472,U0446,C083,2023-04-13,103.48,Not Started,4.0
T00473,U0481,C047,2022-01-16,84.84,Completed,
T00474,U0884,C006,2024-01-10,126.14,Completed,4.5
T00475,U0294,C016,2022-05-28,18.44,In Progress,2.6
T00476,U0765,C146,2023-02-24,152.89,In Progress,4.3
T00477,U0143,C039,2024-06-10,25.02,In Progress,4.3
T00478,U0250,C113,2023-11-02,134.72,In Progress,3.0
T00479,U0878,C140,2022-06-08,13.5,Completed,2.8
T00480,U0948,C138,2022-03-18,168.05,Not Started,4.4
T00481,U0975,C071,2023-04-26,43.18,Completed,
T00482,U0302,C110,2024-03-11,107.93,Completed,2.5
T00483,U0025,C055,2022-09-29,59.67,Completed,3.1
T00484,U0789,C129,2022-12-13,147.29,Completed,
T00485,U0984,C049,2023-10-01,71.05,In Progress,3.1
T00486,U0889,C021,2023-12-11,147.67,In Progress,3.3
T00487,U0890,C037,2023-02-12,64.12,Not Started,
T00488,U0901,C116,2023-10-28,152.96,Completed,4.8
T00489,U0070,C024,2022-03-24,15.81,Not Started,3.1
T00490,U0625,C055,2024-05-22,63.82,In Progress,3.7
T00491,U0875,C025,2022-12-03,104.73,In Progress,
T00492,U0112,C135,2024-05-22,18.55,Not Started,
T00493,U0364,C127,2023-11-22,45.34,In Progress,
T00494,U0303,C093,2024-05-29,187.55,Completed,3.3
T00495,U0471,C094,2023-07-01,195.59,Not Started,4.0
T00496,U0964,C071,2023-01-25,150.54,In Progress,4.8
T00497,U0091,C122,2022-11-21,57.91,In Progress,2.5
T00498,U0530,C024,2023-10-04,59.49,Not Started,
T00499,U0661,C011,2024-01-06,132.69,Completed,4.6
T00500,U0988,C073,2024-02-17,32.33,In Progress,3.5
T00501,U0739,C012,2023-05-15,190.17,In Progress,4.3
T00502,U0726,C035,2024-06-12,52.7,In Progress,4.2
T00503,U0872,C141,2023-07-09,199.92,Completed,3.0
T00504,U0663,C023,2022-02-06,104.18,In Progress,3.6
T00505,U0192,C083,2023-09-25,156.56,Completed,
T00506,U0963,C088,2022-03-12,10.4,In Progress,4.3
T00507,U0552,C080,2022-08-29,178.85,Not Started,4.6
T00508,U0242,C097,2023-10-09,61.29,Completed,
T00509,U0138,C140,2023-12-02,136.9,Completed,2.6
T00510,U0345,C034,2022-10-22,163.2,Completed,
T00511,U0180,C075,2022-08-21,41.18,In Progress,
T00512,U0712,C128,2024-02-04,94.07,Not Started,3.9
T00513,U0503,C141,2022-04-03,103.82,In Progress,
T00514,U0203,C031,2023-03-21,69.29,Completed,4.3
T00515,U0573,C130,2022-04-11,101.52,In Progress,4.2
T00516,U0192,C103,2024-02-18,70.32,In Progress,
T00517,U0005,C015,2023-10-11,78.53,Completed,4.7
T00518,U0890,C057,2023-12-22,137.16,In Progress,2.8
T00519,U0237,C075,2024-06-12,130.18,Completed,
T00520,U0693,C034,2022-04-13,54.12,In Progress,3.7
T00521,U0311,C103,2023-03-31,180.51,Completed,4.9
T00522,U0549,C075,2022-06-20,173.92,Completed,
T00523,U0056,C029,2023-12-12,106.72,Not Started,3.3
T00524,U0443,C016,2022-11-03,92.31,In Progress,
T00525,U0237,C077,2022-01-30,81.59,Completed,
T00526,U0870,C037,2022-02-17,144.37,Not Started,4.7
T00527,U0861,C081,2022-11-29,137.61,In Progress,
T00528,U0197,C149,2024-03-26,47.26,Completed,4.6
T00529,U0585,C124,2022-02-27,137.57,In Progress,3.8
T00530,U0571,C019,2022-10-28,57.95,Not Started,
T00531,U0752,C102,2023-01-03,13.52,In Progress,3.1
T00532,U0514,C136,2023-01-19,142.84,Completed,4.3
T00533,U0449,C077,2023-03-18,132.5,In Progress,3.3
T00534,U0360,C041,2022-05-30,88.04,In Progress,3.4
T00535,U0700,C061,2022-09-08,109.87,Not Started,
T00536,U0819,C026,2023-06-28,189.95,Completed,3.1
T00537,U0030,C071,2023-02-26,123.08,In Progress,3.1
T00538,U0779,C103,2023-08-03,134.99,Completed,
T00539,U0988,C070,2023-11-30,22.13,In Progress,4.4
T00540,U0108,C107,2024-03-22,41.53,Not Started,3.1
T00541,U0844,C107,2022-07-04,67.17,Completed,4.5
T00542,U0935,C103,2022-06-24,112.47,Completed,4.2
T00543,U0602,C019,2022-06-29,157.54,In Progress,
T00544,U0717,C068,2022-03-22,71.03,In Progress,
T00545,U0891,C070,2023-09-17,77.7,Completed,
T00546,U0968,C113,2024-06-10,58.66,In Progress,2.5
T00547,U0959,C057,2023-01-27,58.37,Not Started,
T00548,U0960,C061,2023-09-27,190.27,In Progress,4.2
T00549,U0445,C092,2023-12-01,130.73,In Progress,5.0
T00550,U0893,C030,2022-09-04,39.61,Completed,
T00551,U0438,C127,2023-05-25,147.22,Not Started,3.8
T00552,U0732,C115,2023-08-21,147.17,Completed,4.8
T00553,U0890,C006,2022-05-27,136.62,Completed,
T00554,U0606,C018,2022-08-26,35.59,Completed,
T00555,U0457,C010,2023-04-18,87.51,In Progress,
T00556,U0615,C092,2023-10-16,30.27,Not Started,
T00557,U0735,C139,2022-09-18,165.15,Completed,4.5
T00558,U0698,C077,2023-04-16,134.47,Not Started,3.3
T00559,U0981,C101,2022-09-19,106.36,Not Started,4.4
T00560,U0696,C084,2023-11-14,75.16,In Progress,4.9
T00561,U0495,C052,2022-01-10,45.0,In Progress,
T00562,U0674,C031,2024-04-03,30.22,Completed,4.7
T00563,U0247,C145,2023-04-22,194.15,Completed,
T00564,U0543,C110,2022-10-22,47.92,Not Started,
T00565,U0564,C093,2023-11-25,21.37,In Progress,4.1
T00566,U0857,C053,2023-07-14,192.71,Completed,3.9
T00567,U0588,C145,2022-06-11,114.29,In Progress,2.5
T00568,U0897,C086,2022-03-17,161.35,Not Started,3.5
T00569,U0439,C002,2023-03-29,18.31,In Progress,4.8
T00570,U0278,C086,2022-12-20,117.71,Completed,4.7
T00571,U0552,C133,2023-08-25,85.65,In Progress,3.0
T00572,U0613,C004,2022-11-03,156.66,In Progress,3.5
T00573,U0111,C006,2023-10-17,17.29,Completed,3.9
T00574,U0385,C149,2023-03-11,86.31,Completed,
T00575,U0833,C118,2023-12-08,161.81,In Progress,3.8
T00576,U0761,C089,2022-09-14,109.3,In Progress,4.9
T00577,U0191,C014,2023-04-13,114.5,Completed,4.5
T00578,U0490,C056,2024-05-15,28.45,Completed,4.9
T00579,U0694,C081,2022-11-06,35.13,Completed,4.3
T00580,U0426,C149,2022-07-23,138.62,Completed,
T00581,U0405,C046,2023-01-29,138.25,Completed,
T00582,U0335,C144,2024-05-23,196.02,In Progress,3.1
T00583,U0209,C016,2023-05-10,145.26,In Progress,3.1
T00584,U0022,C120,2022-04-20,103.71,In Progress,4.7
T00585,U0678,C084,2022-08-31,172.88,Completed,2.7
T00586,U0611,C008,2023-01-26,29.84,Completed,3.5
T00587,U0208,C088,2023-08-09,95.36,Completed,
T00588,U0008,C131,2023-01-03,64.54,Completed,4.5
T00589,U0702,C019,2023-08-12,29.87,Completed,2.8
T00590,U0687,C097,2022-10-30,155.06,Completed,3.7
T00591,U0785,C066,2023-12-18,107.04,Not Started,3.7
T00592,U0529,C079,2022-10-30,115.78,Completed,3.3
T00593,U0602,C086,2022-01-23,88.13,Not Started,4.8
T00594,U0653,C124,2024-04-29,97.45,Completed,4.1
T00595,U0657,C150,2023-11-06,32.03,Completed,5.0
T00596,U0166,C046,2023-02-10,137.84,In Progress,2.7
T00597,U0849,C113,2022-10-09,92.15,Completed,3.5
T00598,U0496,C091,2022-01-09,165.18,Completed,
T00599,U0590,C141,2023-08-03,47.28,Not Started,3.6
T00600,U0429,C033,2024-06-04,48.95,In Progress,3.2
T00601,U0774,C133,2023-12-04,132.68,Completed,
T00602,U0163,C077,2024-03-07,170.73,Completed,4.7
T00603,U0366,C121,2024-02-02,99.71,Not Started,3.9
T00604,U0526,C128,2022-02-20,148.11,Not Started,
T00605,U0239,C078,2023-09-13,199.86,In Progress,
T00606,U0072,C067,2024-02-03,198.14,Completed,5.0
T00607,U0445,C115,2023-05-24,151.41,Not Started,
T00608,U0655,C063,2024-05-02,150.51,Completed,2.6
T00609,U0822,C113,2022-10-21,57.04,Completed,2.9
T00610,U0509,C094,2024-03-05,168.36,In Progress,4.6
T00611,U0795,C048,2024-03-29,86.96,Completed,
T00612,U0269,C012,2022-08-24,192.77,In Progress,4.9
T00613,U0753,C145,2023-09-14,25.46,Not Started,5.0
T00614,U0415,C040,2024-04-01,92.8,In Progress,
T00615,U0245,C085,2022-12-27,115.6,Completed,4.3
T00616,U0675,C057,2022-08-13,86.97,Completed,3.7
T00617,U0060,C087,2023-10-14,50.0,Completed,
T00618,U0006,C084,2022-07-14,122.66,Completed,4.3
T00619,U0709,C121,2023-09-28,153.61,In Progress,3.5
T00620,U0982,C074,2022-09-14,132.51,Completed,
T00621,U0570,C107,2023-11-26,54.54,Completed,3.2
T00622,U0817,C124,2024-02-13,149.0,Completed,3.1
T00623,U0407,C100,2024-01-09,58.8,Completed,
T00624,U0217,C043,2024-02-25,43.28,In Progress,
T00625,U0930,C119,2023-11-07,141.22,In Progress,
T00626,U0026,C023,2023-11-29,170.12,In Progress,
T00627,U0815,C037,2024-05-08,101.48,In Progress,
T00628,U0005,C134,2022-05-21,110.95,In Progress,2.6
T00629,U0986,C065,2023-10-06,67.51,Completed,
T00630,U0532,C134,2022-04-10,103.97,Completed,3.9
T00631,U0390,C022,2023-10-05,35.07,In Progress,2.8
T00632,U0710,C105,2023-10-24,191.6,Completed,3.2
T00633,U0571,C088,2022-02-10,162.06,Completed,5.0
T00634,U0448,C125,2022-11-13,136.9,Not Started,4.0
T00635,U0754,C079,2024-03-18,112.25,Completed,
T00636,U0146,C090,2023-03-28,160.5,In Progress,
T00637,U0388,C051,2022-02-04,103.99,In Progress,
T00638,U0785,C102,2023-08-17,66.99,Completed,2.6
T00639,U0249,C106,2023-01-09,40.46,Completed,4.6
T00640,U0526,C060,2024-01-20,133.03,In Progress,3.2
T00641,U0462,C046,2022-05-15,186.58,Completed,4.6
T00642,U0013,C036,2022-04-03,39.18,Completed,3.7
T00643,U0903,C011,2022-10-30,44.19,Not Started,
T00644,U0384,C012,2022-12-01,92.38,In Progress,4.5
T00645,U0556,C039,2024-02-05,163.3,Completed,3.4
T00646,U0887,C139,2023-03-02,65.84,Completed,
T00647,U0399,C036,2022-06-29,58.23,In Progress,
T00648,U0019,C052,2022-07-25,127.78,Completed,4.9
T00649,U0575,C031,2022-05-16,111.76,Completed,2.7
T00650,U0491,C033,2024-03-16,21.43,Completed,2.5
T00651,U0751,C141,2023-07-07,25.47,Completed,3.9
T00652,U0419,C146,2024-06-16,132.16,In Progress,3.2
T00653,U0337,C058,2023-01-10,98.36,In Progress,3.7
T00654,U0419,C128,2023-06-28,194.48,Completed,
T00655,U0915,C031,2023-05-29,138.91,Completed,3.8
T00656,U0916,C055,2022-10-07,11.9,Completed,2.8
T00657,U0612,C010,2024-04-30,101.38,In Progress,
T00658,U0675,C130,2022-06-18,88.74,Completed,4.4
T00659,U0928,C015,2022-09-21,30.27,Completed,2.7
T00660,U0122,C003,2024-04-24,185.4,Not Started,4.6
T00661,U0432,C043,2023-05-09,162.94,Completed,3.3
T00662,U0044,C067,2024-04-05,53.71,Not Started,3.4
T00663,U0872,C056,2022-10-30,58.63,Completed,2.9
T00664,U0920,C063,2024-02-04,16.07,Completed,4.6
T00665,U0317,C015,2024-06-10,66.37,In Progress,3.5
T00666,U0381,C109,2022-12-13,121.07,Completed,2.6
T00667,U0145,C116,2024-04-03,89.95,Completed,4.9
T00668,U0327,C092,2022-04-28,194.15,Completed,3.1
T00669,U0363,C138,2023-04-25,20.65,Not Started,4.8
T00670,U0050,C047,2022-03-19,122.36,Completed,
T00671,U0065,C057,2022-05-25,173.07,In Progress,
T00672,U0355,C050,2024-02-12,101.33,In Progress,4.2
T00673,U0800,C071,2022-08-20,10.55,In Progress,4.7
T00674,U0164,C143,2024-05-30,56.12,In Progress,4.9
T00675,U0141,C146,2023-11-24,71.51,Completed,4.7
T00676,U0966,C082,2024-01-12,193.53,Completed,3.5
T00677,U0826,C116,2023-11-22,183.23,Completed,4.5
T00678,U0128,C105,2023-02-11,190.33,Completed,4.3
T00679,U0398,C088,2024-05-16,166.88,Completed,2.7
T00680,U0933,C002,2024-04-03,76.8,Completed,4.8
T00681,U0880,C104,2023-07-25,182.11,Not Started,3.7
T00682,U0463,C084,2023-01-10,196.51,Not Started,2.8
T00683,U0751,C043,2022-04-03,76.5,Completed,3.6
T00684,U0836,C071,2024-03-20,59.5,Completed,4.0
T00685,U0808,C094,2023-02-09,113.9,Completed,
T00686,U0187,C042,2022-01-15,45.55,Completed,
T00687,U0720,C133,2022-09-28,16.19,Completed,3.1
T00688,U0732,C139,2023-07-04,189.7,Not Started,
T00689,U0912,C065,2022-05-07,185.88,Completed,4.8
T00690,U0190,C034,2023-04-11,40.89,Completed,
T00691,U0388,C120,2023-01-13,87.46,Completed,4.1
T00692,U0429,C001,2023-11-20,167.89,Not Started,
T00693,U0858,C130,2024-02-06,135.58,Not Started,
T00694,U0284,C148,2023-11-20,85.0,In Progress,
T00695,U0864,C061,2022-09-26,151.38,Completed,2.6
T00696,U0237,C149,2023-08-22,180.43,Completed,4.3
T00697,U0194,C088,2023-01-26,185.96,Completed,4.2
T00698,U0287,C068,2024-04-22,81.97,Completed,3.4
T00699,U0771,C127,2023-10-16,42.97,In Progress,3.5
T00700,U0758,C140,2023-01-16,183.43,Completed,4.8
T00701,U0136,C022,2022-04-21,27.58,Completed,2.5
T00702,U0792,C148,2023-11-23,147.11,In Progress,
T00703,U0783,C082,2022-08-28,36.68,Completed,
T00704,U0171,C129,2023-04-28,83.97,In Progress,4.8
T00705,U0159,C030,2022-01-26,88.19,Completed,
T00706,U0201,C126,2023-09-27,40.15,Completed,3.5
T00707,U0487,C097,2023-07-29,185.3,Completed,2.7
T00708,U0557,C024,2022-12-02,10.5,Not Started,2.9
T00709,U0962,C014,2023-09-17,179.81,Completed,
T00710,U0776,C036,2022-08-15,177.92,Completed,2.5
T00711,U0583,C024,2023-10-26,70.21,Completed,4.7
T00712,U0504,C095,2022-03-06,143.8,In Progress,4.0
T00713,U0876,C055,2023-10-13,58.02,Not Started,2.6
T00714,U0371,C024,2024-04-23,154.16,Completed,
T00715,U0103,C026,2023-04-21,116.6,Completed,4.0
T00716,U0125,C080,2023-12-19,67.03,Not Started,2.6
T00717,U0313,C065,2022-11-06,86.03,In Progress,
T00718,U0976,C075,2023-10-27,141.07,In Progress,
T00719,U0995,C043,2023-02-23,182.15,Completed,4.9
T00720,U0798,C029,2022-04-30,34.83,Completed,4.3
T00721,U0458,C081,2022-05-24,118.55,In Progress,4.6
T00722,U0230,C054,2022-02-16,58.2,In Progress,
T00723,U0658,C039,2022-02-08,162.25,In Progress,3.6
T00724,U0882,C042,2022-11-08,23.34,Completed,4.3
T00725,U0197,C029,2023-05-20,140.89,In Progress,3.1
T00726,U0885,C131,2022-04-29,43.23,Not Started,2.8
T00727,U0733,C138,2022-04-10,123.3,Not Started,4.4
T00728,U0423,C142,2022-08-29,168.77,Completed,
T00729,U0572,C042,2023-07-05,153.46,In Progress,3.9
T00730,U0610,C094,2022-05-19,153.05,In Progress,3.7
T00731,U0171,C032,2023-02-02,108.38,Not Started,3.8
T00732,U0382,C026,2023-04-10,179.23,In Progress,3.7
T00733,U0173,C115,2023-01-15,121.73,Not Started,3.6
T00734,U0663,C129,2023-11-18,184.32,Not Started,4.9
T00735,U0453,C056,2024-01-31,113.83,Completed,3.7
T00736,U0350,C122,2023-12-15,106.12,In Progress,
T00737,U0902,C106,2023-07-08,52.24,In Progress,4.4
T00738,U0952,C130,2023-03-06,113.5,Completed,
T00739,U0634,C081,2023-08-25,36.7,Completed,4.3
T00740,U0494,C120,2024-01-31,175.23,Completed,
T00741,U0620,C052,2024-01-15,138.41,In Progress,4.3
T00742,U0004,C091,2022-06-08,198.78,Completed,2.7
T00743,U0093,C137,2023-03-01,27.49,Not Started,2.6
T00744,U0919,C022,2023-11-02,55.72,In Progress,
T00745,U0006,C034,2022-04-12,176.65,In Progress,4.2
T00746,U0288,C110,2024-05-03,85.09,Completed,3.1
T00747,U0618,C049,2023-05-17,98.59,In Progress,
T00748,U0146,C129,2023-09-23,173.51,Completed,5.0
T00749,U0783,C073,2023-02-22,109.14,Completed,3.0
T00751,U0890,C053,2022-02-03,179.48,In Progress,4.6
T00752,U0608,C100,2023-12-08,15.89,Completed,4.7
T00753,U0457,C124,2023-01-15,180.12,Not Started,4.8
T00754,U0741,C045,2022-08-11,19.59,Completed,3.8
T00755,U0202,C137,2023-03-31,136.5,Completed,
T00756,U0212,C105,2023-04-01,23.61,In Progress,
T00757,U0006,C150,2022-08-30,144.17,Completed,3.3
T00758,U0624,C146,2024-05-25,16.44,In Progress,3.2
T00759,U0376,C106,2023-01-07,170.06,In Progress,
T00760,U0891,C043,2022-04-12,98.52,In Progress,3.0
T00761,U0447,C134,2023-12-04,27.75,Completed,4.4
T00762,U0835,C048,2023-01-12,144.29,Completed,
T00763,U0106,C126,2023-07-12,102.96,Completed,
T00764,U0651,C007,2023-10-23,46.27,Not Started,3.0
T00765,U0811,C016,2023-01-03,12.97,Completed,2.6
T00766,U0401,C129,2022-03-04,89.41,Completed,4.4
T00767,U0096,C115,2023-02-12,26.26,Not Started,3.5
T00768,U0388,C037,2022-10-10,27.88,In Progress,4.6
T00769,U0959,C125,2022-07-14,60.78,Not Started,4.4
T00770,U0452,C081,2022-05-06,129.78,Not Started,
T00771,U0849,C062,2024-05-18,110.67,Completed,3.1
T00772,U0809,C072,2024-04-23,23.1,Completed,2.8
T00773,U0979,C125,2023-04-11,193.99,Completed,3.1
T00774,U0901,C066,2022-04-04,178.55,Completed,3.8
T00775,U0416,C030,2023-11-10,59.24,In Progress,
T00776,U0726,C020,2022-08-06,33.23,Completed,2.7
T00777,U0504,C082,2023-10-20,189.05,In Progress,3.0
T00778,U0454,C107,2023-10-17,97.61,Completed,4.1
T00779,U0291,C132,2023-09-04,69.11,Completed,
T00780,U0534,C037,2022-01-22,103.16,In Progress,4.6
T00781,U0193,C132,2022-02-21,156.81,Completed,2.8
T00782,U0980,C077,2024-03-16,41.98,In Progress,
T00783,U0150,C089,2022-12-08,155.81,Not Started,
T00784,U0880,C146,2022-09-07,152.38,In Progress,4.7
T00785,U0759,C088,2022-05-09,112.47,Completed,
T00786,U0779,C033,2024-03-16,174.5,Not Started,3.3
T00787,U0973,C058,2023-08-02,35.1,Completed,4.5
T00788,U0763,C028,2022-07-30,123.13,In Progress,4.5
T00789,U0515,C035,2022-03-12,95.37,Completed,4.3
T00790,U0393,C125,2024-04-29,90.23,Completed,3.6
T00791,U0316,C138,2024-02-23,57.98,Not Started,3.3
T00792,U0076,C065,2023-07-22,80.72,Completed,
T00793,U0599,C042,2022-08-01,30.54,Not Started,
T00794,U0270,C085,2023-08-24,57.79,Completed,
T00795,U0225,C137,2022-08-10,61.66,Not Started,2.5
T00796,U0530,C111,2024-04-12,146.92,Not Started,4.4
T00797,U0113,C015,2024-06-09,19.21,Completed,
T00798,U0251,C069,2022-08-27,133.72,In Progress,3.8
T00799,U0233,C105,2022-12-03,52.06,In Progress,3.4
T00800,U0841,C150,2024-03-03,25.54,Not Started,2.9
T00801,U0791,C064,2022-06-01,67.14,Completed,
T00802,U0714,C041,2024-03-18,52.64,In Progress,2.6
T00803,U0083,C071,2023-09-03,114.88,Completed,3.3
T00804,U0125,C056,2022-01-03,77.89,Completed,
T00805,U0175,C025,2022-10-11,193.53,Completed,3.5
T00806,U0069,C105,2024-05-29,193.06,In Progress,
T00807,U0047,C134,2022-05-29,94.3,Not Started,4.8
T00808,U0884,C119,2022-05-14,161.06,Completed,4.8
T00809,U0256,C009,2023-07-08,12.51,In Progress,3.5
T00810,U0727,C060,2022-09-14,114.07,In Progress,
T00811,U0030,C125,2024-03-28,151.22,Completed,3.3
T00812,U0281,C049,2022-06-28,51.21,Not Started,
T00813,U0924,C051,2022-04-23,21.61,Completed,3.9
T00814,U0994,C070,2023-11-08,39.61,Completed,2.7
T00815,U0237,C037,2024-06-06,93.94,Completed,4.6
T00816,U0248,C031,2022-01-27,106.2,Not Started,3.8
T00817,U0368,C062,2022-05-15,82.36,Not Started,
T00818,U0495,C093,2022-01-16,93.59,Completed,3.3
T00819,U0025,C014,2023-01-02,99.33,Completed,
T00820,U0586,C079,2024-03-19,156.18,In Progress,
T00821,U0718,C008,2024-03-18,29.99,In Progress,4.4
T00822,U0490,C036,2022-09-01,156.09,In Progress,2.8
T00823,U0494,C048,2023-08-26,140.83,Not Started,
T00824,U0314,C085,2022-11-28,150.91,Not Started,3.9
T00825,U0606,C028,2022-01-17,149.54,Not Started,
T00826,U0375,C051,2022-06-28,99.4,In Progress,
T00827,U0639,C104,2022-09-29,50.16,Completed,
T00828,U0937,C101,2022-02-23,111.95,In Progress,3.2
T00829,U0025,C029,2022-05-10,192.01,Completed,3.3
T00830,U0334,C127,2024-01-30,121.81,Completed,2.8
T00831,U0355,C082,2023-03-08,12.09,Completed,
T00832,U0116,C010,2023-06-23,21.34,In Progress,4.0
T00833,U0048,C106,2022-04-27,198.63,In Progress,2.8
T00834,U0738,C001,2024-02-03,23.66,In Progress,4.0
T00835,U0778,C039,2022-03-07,18.74,Completed,3.5
T00836,U0099,C021,2023-05-03,77.06,In Progress,4.2
T00837,U0459,C065,2023-04-05,194.16,Completed,3.3
T00838,U0523,C015,2024-03-07,70.54,In Progress,3.9
T00839,U0597,C132,2023-01-06,87.87,Completed,4.0
T00840,U0405,C061,2023-06-10,130.46,Not Started,4.2
T00841,U0214,C148,2023-08-31,14.57,In Progress,4.4
T00842,U0685,C138,2022-04-22,180.57,In Progress,
T00843,U0903,C087,2023-04-08,108.68,In Progress,4.9
T00844,U0503,C105,2023-05-31,98.68,In Progress,4.6
T00845,U0721,C034,2022-08-15,173.53,Completed,
T00846,U0448,C124,2023-09-22,191.07,In Progress,
T00847,U0894,C110,2022-02-14,90.44,In Progress,3.5
T00848,U0576,C033,2024-01-15,42.75,In Progress,2.6
T00849,U0258,C098,2024-03-13,164.97,Completed,
T00850,U0844,C061,2024-06-06,86.61,Not Started,
T00851,U0121,C010,2023-11-06,187.74,Completed,2.9
T00852,U0810,C084,2023-06-18,190.47,Completed,
T00853,U0978,C065,2022-11-05,31.81,Not Started,
T00854,U0054,C077,2023-04-15,191.74,Not Started,4.8
T00855,U0331,C001,2023-10-21,79.96,Completed,3.2
T00856,U0784,C133,2022-02-01,132.78,Not Started,2.8
T00857,U0241,C080,2022-03-04,16.59,Completed,
T00858,U0755,C015,2023-05-06,178.88,In Progress,3.9
T00859,U0530,C028,2024-05-17,131.89,In Progress,
T00860,U0483,C023,2023-02-16,132.27,In Progress,4.0
T00861,U0187,C109,2023-03-13,181.4,In Progress,
T00862,U0858,C107,2023-12-04,106.58,Completed,
T00863,U0656,C145,2022-04-21,87.99,Completed,4.0
T00864,U0262,C113,2023-05-18,174.55,In Progress,2.6
T00865,U0953,C098,2023-12-31,151.05,Completed,
T00866,U0364,C141,2023-03-31,190.3,Not Started,2.6
T00867,U0491,C142,2022-03-17,188.61,In Progress,3.3
T00868,U0431,C139,2022-03-24,82.63,Completed,2.7
T00869,U0239,C028,2022-11-26,94.92,In Progress,2.9
T00870,U0304,C042,2023-09-15,58.63,Completed,3.5
T00871,U0298,C099,2022-06-01,135.51,Completed,3.8
T00872,U0076,C061,2022-03-09,79.25,Completed,
T00873,U0700,C123,2022-05-10,159.35,Not Started,4.3
T00874,U0333,C064,2022-10-09,33.08,Completed,
T00875,U0900,C031,2023-10-02,32.11,Completed,
T00876,U0999,C081,2023-10-11,48.84,Completed,
T00877,U0758,C010,2023-08-23,26.01,Completed,
T00878,U0642,C008,2023-07-16,127.8,Completed,4.8
T00879,U0474,C149,2023-12-31,37.99,Not Started,3.1
T00880,U0827,C059,2022-11-29,40.38,Not Started,3.2
T00881,U0923,C030,2023-01-26,12.69,Completed,
T00882,U0283,C145,2023-09-04,158.59,In Progress,4.0
T00883,U0591,C020,2023-06-28,164.33,Not Started,3.5
T00884,U0072,C048,2022-10-29,40.77,Completed,3.7
T00885,U0263,C130,2023-04-10,150.5,Completed,
T00886,U0703,C037,2023-06-02,92.36,Not Started,
T00887,U0879,C129,2023-09-12,55.51,In Progress,4.0
T00888,U0887,C132,2023-03-17,128.05,Completed,3.2
T00889,U0942,C100,2022-04-12,43.9,Completed,3.7
T00890,U0575,C054,2024-03-23,153.8,Completed,
T00891,U1000,C122,2023-12-20,19.04,Completed,
T00892,U0892,C025,2022-04-28,192.22,In Progress,
T00893,U0012,C131,2024-05-23,23.65,In Progress,4.7
T00894,U0141,C009,2023-11-02,120.09,In Progress,2.7
T00895,U0766,C034,2023-10-29,181.41,Completed,
T00896,U0555,C043,2024-06-17,12.25,Completed,2.7
T00897,U0017,C074,2024-02-27,104.71,Completed,4.8
T00898,U0063,C094,2023-07-19,76.49,Not Started,2.6
T00899,U0253,C022,2024-01-09,120.25,In Progress,
T00900,U0465,C070,2024-06-05,52.83,Completed,4.8
T00901,U0376,C130,2022-08-09,22.32,Completed,4.0
T00902,U0804,C094,2023-03-17,128.92,Not Started,4.5
T00903,U0981,C032,2023-04-08,89.19,In Progress,2.5
T00904,U0520,C106,2022-08-22,128.26,Completed,
T00905,U0837,C144,2023-02-28,49.99,Completed,
T00906,U0090,C001,2022-12-14,74.35,Completed,3.9
T00907,U0720,C072,2024-04-27,116.71,Not Started,4.6
T00908,U0804,C050,2023-04-10,122.68,In Progress,4.9
